hospital_key,hospital_name,oh_region,peer_group,reporting_period,period_date,indicator_code,indicator_label,avg_hours,patient_volume,pct_within_target,target_hours,over_target_flag
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.89,3046.0,,4.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.29,3526.0,74.6,2.0,1
health sciences north,Health Sciences North,North,Teaching,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.03,934.0,43.4,8.0,1
health sciences north,Health Sciences North,North,Teaching,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.4,2055.0,95.0,8.0,0
health sciences north,Health Sciences North,North,Teaching,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.21,2564.0,64.0,4.0,1
health sciences north,Health Sciences North,North,Teaching,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.35,4012.0,73.6,2.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.57,1054.0,35.0,8.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.68,1793.0,82.2,8.0,0
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.63,2944.0,72.7,4.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.86,5024.0,86.3,2.0,0
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.32,818.0,33.7,8.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.95,1834.0,84.3,8.0,0
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.96,2386.0,57.1,4.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.33,4595.0,73.1,2.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.97,971.0,25.1,8.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.19,1946.0,89.8,8.0,0
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.7,2768.0,57.6,4.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.57,4516.0,71.0,2.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.12,1015.0,44.6,8.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.02,2108.0,88.6,8.0,0
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.95,2240.0,57.9,4.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.88,3603.0,83.6,2.0,0
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.2,867.0,42.4,8.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.79,1964.0,93.1,8.0,0
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.0,2610.0,69.0,4.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.01,3972.0,85.3,2.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.66,888.0,48.1,8.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.99,1639.0,86.9,8.0,0
north york general hospital,North York General Hospital,Toronto,Large Community,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.59,3118.0,,4.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.09,4925.0,84.7,2.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.25,1020.0,36.8,8.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.57,2106.0,86.5,8.0,0
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.53,3148.0,61.7,4.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.44,3853.0,71.6,2.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,,1055.0,95.0,8.0,0
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.31,1645.0,89.5,8.0,0
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.61,3283.0,65.2,4.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.31,4729.0,78.2,2.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.44,1102.0,34.9,8.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.47,1662.0,93.5,8.0,0
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.74,2334.0,76.7,4.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.95,4217.0,83.4,2.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.77,954.0,25.0,8.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.32,2318.0,80.5,8.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",,2730.0,95.0,4.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.94,5064.0,88.7,2.0,0
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.24,1007.0,25.0,8.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.89,1639.0,87.9,8.0,0
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.23,2883.0,52.7,4.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.72,4526.0,64.3,2.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.97,757.0,25.0,8.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.0,2319.0,93.1,8.0,0
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.88,2401.0,57.1,4.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.09,3944.0,83.6,2.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.74,881.0,34.0,8.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.39,2180.0,83.5,8.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.24,2289.0,56.1,4.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.03,4912.0,80.0,2.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.54,942.0,27.9,8.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",,2259.0,93.1,8.0,0
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.06,2442.0,71.5,4.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.65,3691.0,66.6,2.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.12,785.0,25.0,8.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",5.92,2070.0,95.0,8.0,0
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.45,,64.8,4.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.44,3409.0,74.9,2.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.8,969.0,25.0,8.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.5,1647.0,95.0,8.0,0
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.84,2404.0,59.0,4.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.94,4222.0,89.0,2.0,0
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202510,2025-10-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.1,1038.0,26.2,8.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202510,2025-10-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.43,2348.0,87.6,8.0,0
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202510,2025-10-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.85,2645.0,67.9,4.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202510,2025-10-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.24,4120.0,78.8,2.0,1
grand river hospital,Grand River Hospital,West,Large Community,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.55,924.0,29.7,8.0,1
grand river hospital,Grand River Hospital,West,Large Community,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.09,1665.0,87.5,8.0,0
grand river hospital,Grand River Hospital,West,Large Community,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.48,2583.0,61.2,4.0,1
grand river hospital,Grand River Hospital,West,Large Community,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.18,5141.0,75.1,2.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.18,1023.0,33.0,8.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.52,2370.0,,8.0,0
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.16,2949.0,55.3,4.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.27,3853.0,74.8,2.0,1
health sciences north,Health Sciences North,North,Teaching,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,,754.0,95.0,8.0,0
health sciences north,Health Sciences North,North,Teaching,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.09,1648.0,81.4,8.0,1
health sciences north,Health Sciences North,North,Teaching,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.29,3428.0,63.9,4.0,1
health sciences north,Health Sciences North,North,Teaching,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.11,4102.0,79.8,2.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.97,870.0,42.1,8.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.67,2072.0,92.2,8.0,0
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.04,2922.0,51.6,4.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.09,3697.0,82.6,2.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.03,927.0,51.6,8.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.94,1929.0,93.7,8.0,0
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.18,2255.0,70.3,4.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.14,5194.0,77.6,2.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.59,825.0,25.0,8.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.64,1970.0,93.4,8.0,0
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.06,2285.0,71.0,4.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.9,3565.0,87.7,2.0,0
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.47,844.0,25.8,8.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.67,1805.0,89.4,8.0,0
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.55,3490.0,74.0,4.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.89,3745.0,84.1,2.0,0
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,12.95,777.0,45.9,8.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.4,1678.0,94.9,8.0,0
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.66,3227.0,60.4,4.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.23,4037.0,76.1,2.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.64,743.0,36.6,8.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.94,2304.0,92.8,8.0,0
north york general hospital,North York General Hospital,Toronto,Large Community,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.85,2936.0,59.7,4.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.2,3933.0,74.1,2.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.61,1038.0,44.2,8.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.92,1674.0,,8.0,0
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.86,2720.0,61.9,4.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.46,4062.0,73.9,2.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,12.15,933.0,51.5,8.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",5.54,2232.0,95.0,8.0,0
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.07,2277.0,83.9,4.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.34,4778.0,71.4,2.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.2,881.0,,8.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",5.81,1557.0,,8.0,0
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.94,2983.0,74.2,4.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.83,3391.0,91.5,2.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.38,972.0,25.0,8.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.19,2108.0,86.1,8.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.14,2923.0,67.5,4.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,,3387.0,86.1,2.0,0
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.48,961.0,25.0,8.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.2,2213.0,88.4,8.0,0
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.82,2369.0,44.3,4.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.66,4296.0,67.9,2.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.91,837.0,38.5,8.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.51,2147.0,80.1,8.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.45,2548.0,60.0,4.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.04,3445.0,81.6,2.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.0,783.0,45.2,8.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.84,2076.0,86.4,8.0,0
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.52,2718.0,79.9,4.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.97,4284.0,82.1,2.0,0
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202511,2025-11-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.24,796.0,25.0,8.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202511,2025-11-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.33,1775.0,87.7,8.0,0
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202511,2025-11-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.81,2834.0,61.5,4.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202511,2025-11-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.48,3536.0,71.5,2.0,1
